lang;descr;run_1;run_2;run_3;run_4;run_5;run_6;run_7;run_8;run_9
Scala;;3.548843866;3.598755301;4.101840451;3.723722777;3.614764695;3.537879479;3.543448343;4.248084148;3.597128148
python;;1.17265510559;1.17773199081;1.17577195168;1.17964696884;1.17490911484;1.17770290375;1.17220592499;1.17197299004;1.17695903778
C++;;2.16845;2.17275;2.177;2.17569;2.17551;2.17136;2.18735;2.17553;2.1764
