lang;descr;run_1;run_2;run_3;run_4;run_5;run_6;run_7;run_8;run_9
C++;;0.0218878;0.0272299;0.0270111;0.214192;0.213996;0.21402;2.16998;2.17304;2.17837
python;;0.0157420635223;0.012540102005;0.0142660140991;0.119089126587;0.118441104889;0.118724107742;1.17591190338;1.17535209656;1.17698788643
Scala;;0.080567709;0.065328759;0.065328234;0.280793986;0.282483949;0.281703661;3.431120728;3.659553047;3.516877158
