lang;descr;run_1;run_2;run_3;run_4;run_5;run_6;run_7;run_8;run_9
Scala;;0.253705133;0.256557612;0.249732747;0.25355221;0.254069772;0.25358569;0.25413756;0.254507616;0.451254323
python;;0.0171141624451;0.0192761421204;0.0191431045532;0.0173099040985;0.0207841396332;0.0174729824066;0.0185439586639;0.019513130188;0.0197169780731
C++;;0.0651157;0.0635733;0.0644023;0.0678421;0.0609356;0.063005;0.0630422;0.0627852;0.0631543
