lang;descr;run_1;run_2;run_3;run_4;run_5;run_6;run_7;run_8;run_9
C++;;0.000928132;0.000852022;0.00108264;0.0115708;0.00869075;0.00974182;0.0650992;0.0649511;0.0636395
Python;;0.000317811965942;0.000603914260864;0.000321865081787;0.00278115272522;0.00204300880432;0.00250697135925;0.0189900398254;0.017410993576;0.0172619819641
Scala;;0.048052615;0.047781711;0.047785669;0.076705577;0.077281808;0.077176978;0.316882918;0.251670262;0.25379411
