lang;descr;run_1;run_2;run_3;run_4;run_5;run_6;run_7;run_8;run_9
C++;;0.0122053;0.011844;0.0118583;0.115573;0.105601;0.124576;1.07961;1.11617;1.08674
python;;0.0196459293365;0.0199868679047;0.0195028781891;0.246678829193;0.239161014557;0.240377187729;2.51718401909;2.50801897049;2.53420996666
Scala;;0.049653265;0.043269457;0.045044822;0.237576783;0.2223255;0.224837549;2.143754328;2.341156941;3.584667227
