lang;descr;run_1;run_2;run_3;run_4;run_5;run_6;run_7;run_8;run_9
C++;;0.03746823;0.040073577;0.039858014;0.3601597;0.3281527;0.34730989;3.546665;3.3543883;3.3288255
python;;0.0358130931853;0.033194065094;0.0341448783874;0.369496107101;0.359582185745;0.361828327179;3.71057701111;3.70302009583;3.72832369805
Scala;;0.194793561;0.156471022;0.1580845;0.595083203;0.580906401;0.584953733;5.826430859;6.254113124;7.358090661
